,Entry,Entry name,Status,Protein names,Gene,Organism,Length,Gene16,PP,gene
5121,Q88RL1,ZNUC_PSEPK,reviewed,Zinc import ATP-binding protein ZnuC (EC 7.2.2.20),znuC PP_0118,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),257,znuC,PP_0118,znuC
792,Q88RL0,Q88RL0_PSEPK,unreviewed,Ferric uptake regulation protein,fur PP_0119,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),161,PP_0119,PP_0119,fur 
1085,Q88RK9,Q88RK9_PSEPK,unreviewed,High-affinity zinc uptake system protein ZnuA,PP_0120,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),302,PP_0120,PP_0120,PP_0120
1993,Q88RK8,Q88RK8_PSEPK,unreviewed,Homoserine kinase (HK) (HSK) (EC 2.7.1.39),thrB PP_0121,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),316,thrB,PP_0121,thrB
1549,Q88RK7,Q88RK7_PSEPK,unreviewed,Uncharacterized protein,PP_0122,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),95,PP_0122,PP_0122,PP_0122
2193,Q88RK6,Q88RK6_PSEPK,unreviewed,DNA polymerase I (EC 2.7.7.7),polA PP_0123,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),915,polA,PP_0123,polA
5285,Q88RK5,ENGB_PSEPK,reviewed,Probable GTP-binding protein EngB,engB PP_0124,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),210,engB,PP_0124,engB
1685,Q88RK4,Q88RK4_PSEPK,unreviewed,Putative cytochrome c-type protein,PP_0125,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),100,PP_0125,PP_0125,PP_0125
886,Q88RK3,Q88RK3_PSEPK,unreviewed,Cytochrome c4,cc PP_0126,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),205,cc,PP_0126,cc
2986,Q88RK2,Q88RK2_PSEPK,unreviewed,Thiol:disulfide interchange protein,dsbA PP_0127,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),210,dsbA,PP_0127,dsbA
1290,Q88RK1,Q88RK1_PSEPK,unreviewed,Endo/exonuclease/phosphatase domain-containing protein,PP_0128,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),284,PP_0128,PP_0128,PP_0128
4268,Q88RK0,Q88RK0_PSEPK,unreviewed,GGDEF domain protein,PP_0129,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),645,PP_0129,PP_0129,PP_0129
624,Q88RJ9,Q88RJ9_PSEPK,unreviewed,"1,6-anhydro-N-acetylmuramyl-L-alanine amidase (EC 3.5.1.28)",amiD PP_0130,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),262,amiD,PP_0130,amiD
3738,Q88RJ8,Q88RJ8_PSEPK,unreviewed,Cyclic-guanylate-specific phosphodiesterase (EC 3.1.4.52),PP_0131,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),535,PP_0131,PP_0131,PP_0131
4134,Q88RJ7,Q88RJ7_PSEPK,unreviewed,Histidine kinase (EC 2.7.13.3),kinB PP_0132,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),593,kinB,PP_0132,kinB
5436,Q88RJ6,ALGB_PSEPK,reviewed,Alginate biosynthesis transcriptional regulatory protein AlgB,algB PP_0133,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),448,algB,PP_0133,algB
2993,Q88RJ5,Q88RJ5_PSEPK,unreviewed,Uncharacterized protein,PP_0134,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),273,PP_0134,PP_0134,PP_0134
5018,Q88RJ4,Y135_PSEPK,reviewed,UPF0391 membrane protein PP_0135,PP_0135,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),53,PP_0135,PP_0135,PP_0135
3103,Q88RJ3,Q88RJ3_PSEPK,unreviewed,Uncharacterized protein,PP_0136,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),156,PP_0136,PP_0136,PP_0136
4314,Q88RJ2,Q88RJ2_PSEPK,unreviewed,Probable proton/glutamate-aspartate symporter,gltP PP_0137,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),442,gltP,PP_0137,gltP
1736,Q88RJ1,Q88RJ1_PSEPK,unreviewed,Uncharacterized protein,PP_0138,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),409,PP_0138,PP_0138,PP_0138
355,Q88RJ0,Q88RJ0_PSEPK,unreviewed,Putative Lipoprotein,PP_0139,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),211,PP_0139,PP_0139,PP_0139
831,Q88RI9,Q88RI9_PSEPK,unreviewed,MlaD domain-containing protein,PP_0140,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),312,PP_0140,PP_0140,PP_0140
2643,Q88RI8,Q88RI8_PSEPK,unreviewed,"Putative ABC transporter, ATP-binding protein",PP_0141,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),263,PP_0141,PP_0141,PP_0141
3302,Q88RI7,Q88RI7_PSEPK,unreviewed,Intermembrane phospholipid transport system permease protein MlaE,PP_0142,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),377,PP_0142,PP_0142,PP_0142
3573,Q88RI6,Q88RI6_PSEPK,unreviewed,Uncharacterized protein,PP_0143,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),341,PP_0143,PP_0143,PP_0143
367,Q88RI5,Q88RI5_PSEPK,unreviewed,"Metalloprotease, insulinase family",PP_0144,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),468,PP_0144,PP_0144,PP_0144
3050,Q88RI4,Q88RI4_PSEPK,unreviewed,Na+/Pi-cotransporter,yjbB PP_0145,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),552,yjbB,PP_0145,yjbB
2518,Q88RI3,Q88RI3_PSEPK,unreviewed,Putative transport protein,ygdQ PP_0146,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),265,ygdQ,PP_0146,ygdQ
2794,Q88RI2,Q88RI2_PSEPK,unreviewed,Citrate transporter,citN PP_0147,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),435,citN,PP_0147,citN
3926,Q88RI1,Q88RI1_PSEPK,unreviewed,CENP-V/GFA domain-containing protein,PP_0148,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),134,PP_0148,PP_0148,PP_0148
3415,Q88RI0,Q88RI0_PSEPK,unreviewed,DUF4105 domain-containing protein,PP_0149,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),651,PP_0149,PP_0149,PP_0149
2752,Q88RH9,Q88RH9_PSEPK,unreviewed,Uncharacterized protein,PP_0150,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),106,PP_0150,PP_0150,PP_0150
392,Q88RH8,Q88RH8_PSEPK,unreviewed,Uncharacterized protein,PP_0151,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),97,PP_0151,PP_0151,PP_0151
573,Q88RH7,Q88RH7_PSEPK,unreviewed,Uncharacterized protein,PP_0152,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),126,PP_0152,PP_0152,PP_0152
420,Q88RH6,Q88RH6_PSEPK,unreviewed,Uncharacterized protein,PP_0153,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),71,PP_0153,PP_0153,PP_0153
1671,Q88RH5,Q88RH5_PSEPK,unreviewed,Propionyl-CoA:succinate CoA transferase (EC 2.8.3.-),scpC PP_0154,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),497,scpC,PP_0154,scpC
4675,Q88RH4,Q88RH4_PSEPK,unreviewed,NAD(P) transhydrogenase subunit beta (EC 7.1.1.1) (Nicotinamide nucleotide transhydrogenase subunit beta),pntB PP_0155,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),478,pntB,PP_0155,pntB
2683,A0A140FVX4,A0A140FVX4_PSEPK,unreviewed,Pyridine nucleotide transhydrogenase subunit alpha (EC 1.6.1.2),pntAA PP_0156,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),373,pntAA,PP_0156,pntAA
718,Q88RH3,Q88RH3_PSEPK,unreviewed,"Transcriptional activator of gcdH, LysR family",gcdR PP_0157,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),305,gcdR,PP_0157,gcdR
1859,Q88RH2,Q88RH2_PSEPK,unreviewed,Glutaryl-CoA dehydrogenase (EC 1.3.8.6),gcdH PP_0158,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),393,gcdH,PP_0158,gcdH
2537,Q88RH1,Q88RH1_PSEPK,unreviewed,Putative CoA-transferase family III (EC 2.8.3.-),PP_0159,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),406,PP_0159,PP_0159,PP_0159
2032,Q88RH0,Q88RH0_PSEPK,unreviewed,Putative ferrioxamine receptor,PP_0160,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),828,PP_0160,PP_0160,PP_0160
198,Q88RG9,Q88RG9_PSEPK,unreviewed,Putative transmembrane sensor,PP_0161,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),318,PP_0161,PP_0161,PP_0161
2096,Q88RG8,Q88RG8_PSEPK,unreviewed,"RNA polymerase sigma-70 factor, ECF subfamily",PP_0162,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),173,PP_0162,PP_0162,PP_0162
1210,Q88RG7,Q88RG7_PSEPK,unreviewed,Putative transcriptional regulator,PP_0163,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),229,PP_0163,PP_0163,PP_0163
3925,Q88RG6,Q88RG6_PSEPK,unreviewed,Uncharacterized protein,PP_0164,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),230,PP_0164,PP_0164,PP_0164
4574,Q88RG5,Q88RG5_PSEPK,unreviewed,GGDEF domain protein,PP_0165,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),648,PP_0165,PP_0165,PP_0165
325,Q88RG4,Q88RG4_PSEPK,unreviewed,Membrane fusion protein (MFP) family protein,PP_0166,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),458,PP_0166,PP_0166,PP_0166
4036,Q88RG3,Q88RG3_PSEPK,unreviewed,Toxin secretion ATP-binding protein,paxB PP_0167,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),718,paxB,PP_0167,paxB
964,Q88RG2,Q88RG2_PSEPK,unreviewed,Putative surface adhesion protein,PP_0168,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),8682,PP_0168,PP_0168,PP_0168
1467,Q88RG1,Q88RG1_PSEPK,unreviewed,"Dioxygenase, TauD/TfdA family",PP_0169,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),299,PP_0169,PP_0169,PP_0169
896,Q88RG0,Q88RG0_PSEPK,unreviewed,"ABC transporter, periplasmic binding protein",PP_0170,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),339,PP_0170,PP_0170,PP_0170
2319,Q88RF9,Q88RF9_PSEPK,unreviewed,"ABC transporter, ATP-binding protein",PP_0171,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),287,PP_0171,PP_0171,PP_0171
1381,Q88RF8,Q88RF8_PSEPK,unreviewed,"ABC transporter, permease protein",PP_0172,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),287,PP_0172,PP_0172,PP_0172
1403,Q88RF7,Q88RF7_PSEPK,unreviewed,Putative transcriptional factor-related protein,PP_0173,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),209,PP_0173,PP_0173,PP_0173
2011,Q88RF6,Q88RF6_PSEPK,unreviewed,Uncharacterized protein,PP_0174,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),272,PP_0174,PP_0174,PP_0174
1144,Q88RF5,Q88RF5_PSEPK,unreviewed,Putative transcriptional regulator,PP_0175,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),150,PP_0175,PP_0175,PP_0175
535,Q88RF4,Q88RF4_PSEPK,unreviewed,Putative efflux transporter,PP_0176,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),695,PP_0176,PP_0176,PP_0176
270,Q88RF3,Q88RF3_PSEPK,unreviewed,Uncharacterized protein,PP_0177,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),70,PP_0177,PP_0177,PP_0177
3013,Q88RF2,Q88RF2_PSEPK,unreviewed,Putative efflux pump,PP_0178,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),291,PP_0178,PP_0178,PP_0178
2763,Q88RF1,Q88RF1_PSEPK,unreviewed,Putative efflux transporter,PP_0179,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),472,PP_0179,PP_0179,PP_0179
2735,Q88RF0,Q88RF0_PSEPK,unreviewed,Putative cytochrome c family protein,PP_0180,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),636,PP_0180,PP_0180,PP_0180
293,Q88RE9,Q88RE9_PSEPK,unreviewed,Uncharacterized protein,PP_0181,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),81,PP_0181,PP_0181,PP_0181
1055,Q88RE8,Q88RE8_PSEPK,unreviewed,Uncharacterized protein,PP_0182,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),100,PP_0182,PP_0182,PP_0182
4039,Q88RE7,Q88RE7_PSEPK,unreviewed,Glutathione S-transferase (EC 2.5.1.18),PP_0183,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),220,PP_0183,PP_0183,PP_0183
5281,P59618,ARLY_PSEPK,reviewed,Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase),argH PP_0184,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),464,argH,PP_0184,argH
4335,Q88RE6,Q88RE6_PSEPK,unreviewed,Positive alginate biosynthesis regulatory protein,algR PP_0185,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),247,algR,PP_0185,algR
5236,Q88RE5,HEM3_PSEPK,reviewed,Porphobilinogen deaminase (PBG) (EC 2.5.1.61) (Hydroxymethylbilane synthase) (HMBS) (Pre-uroporphyrinogen synthase),hemC PP_0186,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),313,hemC,PP_0186,hemC
1967,Q88RE4,Q88RE4_PSEPK,unreviewed,Uroporphyrinogen-III synthase (EC 4.2.1.75),hemD PP_0187,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),255,hemD,PP_0187,hemD
1666,Q88RE3,Q88RE3_PSEPK,unreviewed,Putative Uroporphyrin-III C-methyltransferase,PP_0188,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),375,PP_0188,PP_0188,PP_0188
4661,Q88RE2,Q88RE2_PSEPK,unreviewed,Putative heme biosynthesis protein,PP_0189,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),412,PP_0189,PP_0189,PP_0189
5302,P59344,DSBB2_PSEPK,reviewed,Disulfide bond formation protein B 2 (Disulfide oxidoreductase 2),dsbB2 PP_0190,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),168,PP_0190,PP_0190,dsbB2 
114,Q88RE1,Q88RE1_PSEPK,unreviewed,Transcriptional regulatory protein AlgQ,algQ PP_0191,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),156,algQ,PP_0191,algQ
3544,Q88RE0,Q88RE0_PSEPK,unreviewed,Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8),fkl PP_0192,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),220,fkl,PP_0192,fkl
1008,Q88RD8,Q88RD8_PSEPK,unreviewed,Transcriptional regulatory protein AlgP,algP PP_0194,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),329,algP,PP_0194,algP
3633,Q88RD7,Q88RD7_PSEPK,unreviewed,Uncharacterized protein,PP_0195,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),159,PP_0195,PP_0195,PP_0195
193,Q88RD6,Q88RD6_PSEPK,unreviewed,Putative of ABC superfamily informational factor: ATP-binding components,yheS PP_0196,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),636,yheS,PP_0196,yheS
576,Q88RD5,Q88RD5_PSEPK,unreviewed,Uncharacterized protein,PP_0197,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),195,PP_0197,PP_0197,PP_0197
827,Q88RD4,Q88RD4_PSEPK,unreviewed,Putative transporter,PP_0198,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),210,PP_0198,PP_0198,PP_0198
1778,Q88RD3,Q88RD3_PSEPK,unreviewed,"Putative membrane protease family, stomatin",qmcA PP_0199,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),248,qmcA,PP_0199,qmcA
1779,Q88RD2,Q88RD2_PSEPK,unreviewed,"Putative membrane bound peptidase, nefD",nfeD PP_0200,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),448,nfeD,PP_0200,nfeD
2974,Q88RD1,Q88RD1_PSEPK,unreviewed,tRNA_edit domain-containing protein,PP_0201,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),163,PP_0201,PP_0201,PP_0201
4266,Q88RD0,Q88RD0_PSEPK,unreviewed,CBS domain-containing protein,PP_0202,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),145,PP_0202,PP_0202,PP_0202
4172,Q88RC9,Q88RC9_PSEPK,unreviewed,Putative dipeptidase,PP_0203,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),576,PP_0203,PP_0203,PP_0203
1016,Q88RC8,Q88RC8_PSEPK,unreviewed,"Transcriptional regulator, GntR family",PP_0204,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),249,PP_0204,PP_0204,PP_0204
746,Q88RC7,Q88RC7_PSEPK,unreviewed,Putative Oxidoreductase,PP_0205,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),574,PP_0205,PP_0205,PP_0205
2380,Q88RC6,Q88RC6_PSEPK,unreviewed,"Ferredoxin, 4Fe-4S",PP_0206,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),81,PP_0206,PP_0206,PP_0206
2154,Q88RC5,Q88RC5_PSEPK,unreviewed,"Putative Nitrate ABC transporter, periplasmic nitrate-binding protein",PP_0207,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),468,PP_0207,PP_0207,PP_0207
2601,Q88RC4,Q88RC4_PSEPK,unreviewed,"Putative Nitrate ABC transporter, permease protein",PP_0208,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),260,PP_0208,PP_0208,PP_0208
808,Q88RC3,Q88RC3_PSEPK,unreviewed,ATP-binding taurine transporter subunit (EC 3.6.3.36),tauB-I PP_0209,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),283,tauB-I,PP_0209,tauB-I
1803,Q88RC2,Q88RC2_PSEPK,unreviewed,Putative Phycobiliprotein,PP_0210,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),321,PP_0210,PP_0210,PP_0210
3625,Q88RC1,Q88RC1_PSEPK,unreviewed,GBBH-like_N domain-containing protein,PP_0211,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),93,PP_0211,PP_0211,PP_0211
5392,Q88RC0,DAVD_PSEPK,reviewed,Glutarate-semialdehyde dehydrogenase (EC 1.2.1.-),davD PP_0213,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),480,gabD-I,PP_0213,davD 
24,Q88RB9,DAVT_PSEPK,reviewed,5-aminovalerate aminotransferase DavT (EC 2.6.1.48) (5-aminovalerate transaminase) (Delta-aminovalerate aminotransferase),davT PP_0214,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),425,gabT,PP_0214,davT 
4070,Q88RB8,Q88RB8_PSEPK,unreviewed,Response regulator,PP_0215,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),419,PP_0215,PP_0215,PP_0215
4031,Q88RB7,Q88RB7_PSEPK,unreviewed,Putative sensory box/GGDEF family protein,PP_0216,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),342,PP_0216,PP_0216,PP_0216
3878,Q88RB6,Q88RB6_PSEPK,unreviewed,Delta-9 fatty acid desaturase (EC 5.3.3.-),desA PP_0217,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),394,desA,PP_0217,desA
4642,Q88RB5,Q88RB5_PSEPK,unreviewed,Sensory box protein,PP_0218,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),631,PP_0218,PP_0218,PP_0218
1444,Q88RB4,Q88RB4_PSEPK,unreviewed,"L,D-methionine D-methionine ABC transporter-permease subunit",metP PP_0219,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),214,metP,PP_0219,metP
5505,Q88RB3,METN2_PSEPK,reviewed,Methionine import ATP-binding protein MetN 2 (EC 7.4.2.11),metN2 PP_0220,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),369,metNB,PP_0220,metN2 
3787,Q88RB2,Q88RB2_PSEPK,unreviewed,Methionine ABC transporter periplasmic-binding lipoprotein (MetQ-like protein),PP_0221,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),266,PP_0221,PP_0221,PP_0221
3326,Q88RB1,Q88RB1_PSEPK,unreviewed,"Monooxygenase, DszA family",PP_0222,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),461,PP_0222,PP_0222,PP_0222
2095,Q88RB0,Q88RB0_PSEPK,unreviewed,"Monooxygenase, DszC family",PP_0223,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),406,PP_0223,PP_0223,PP_0223
3812,Q88RA9,Q88RA9_PSEPK,unreviewed,"Monooxygenase, DszC family",PP_0224,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),413,PP_0224,PP_0224,PP_0224
1298,Q88RA8,Q88RA8_PSEPK,unreviewed,Sulfur compound ABC transporter-ATP-binding subunit,sctC PP_0225,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),252,sctC,PP_0225,sctC
84,Q88RA7,Q88RA7_PSEPK,unreviewed,Sulfur compound ABC transporter-permease subunit,sctS PP_0226,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),222,sctS,PP_0226,sctS
1983,Q88RA6,Q88RA6_PSEPK,unreviewed,Periplasmic cystine-binding protein,fliY PP_0227,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),264,fliY,PP_0227,fliY
564,Q88RA5,Q88RA5_PSEPK,unreviewed,Serine O-acetyltransferase (EC 2.3.1.30),PP_0228,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),310,PP_0228,PP_0228,PP_0228
3806,Q88RA4,Q88RA4_PSEPK,unreviewed,Choline/carnitine/betaine transporter,betT-II PP_0229,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),667,betT-II,PP_0229,betT-II
17,Q88RA3,TAUD_PSEPK,reviewed,Alpha-ketoglutarate-dependent taurine dioxygenase (EC 1.14.11.17),tauD atsK PP_0230,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),277,atsK,PP_0230,atsK
2654,Q88RA2,Q88RA2_PSEPK,unreviewed,Taurine ABC transporter permease subunit (EC 3.6.3.36),tauC PP_0231,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),279,tauC,PP_0231,tauC
5125,Q88RA1,TAUB_PSEPK,reviewed,Taurine import ATP-binding protein TauB (EC 7.6.2.7),tauB PP_0232,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),262,tauB-II,PP_0232,tauB 
4168,Q88RA0,Q88RA0_PSEPK,unreviewed,Taurine ABC transporter periplasmic binding subunit,tauA PP_0233,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),323,tauA,PP_0233,tauA
2681,Q88R99,Q88R99_PSEPK,unreviewed,Outer-membrane porin E (EC 3.4.21.-),oprE PP_0234,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),444,oprE,PP_0234,oprE
4013,Q88R98,Q88R98_PSEPK,unreviewed,Alkyl hydroperoxide reductase C (Peroxiredoxin) (Thioredoxin peroxidase),PP_0235,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),212,PP_0235,PP_0235,PP_0235
5089,Q88R97,SSUE_PSEPK,reviewed,FMN reductase (NADPH) (EC 1.5.1.38) (FMN reductase),ssuE PP_0236,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),197,ssuE,PP_0236,ssuE
3411,Q88R96,Q88R96_PSEPK,unreviewed,Aliphatic sulfonate ABC transporter-periplasmic binding protein / transport of isethionate,ssuA PP_0237,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),321,ssuA,PP_0237,ssuA
